path,target,min_1,min_2,min_3,min_4,min_5,min_6,min_7,min_8,min_9,min_10,min_11,min_12,min_13,min_14,min_15,min_16,max_1,max_2,max_3,max_4,max_5,max_6,max_7,max_8,max_9,max_10,max_11,max_12,max_13,max_14,max_15,max_16,mean_1,mean_2,mean_3,mean_4,mean_5,mean_6,mean_7,mean_8,mean_9,mean_10,mean_11,mean_12,mean_13,mean_14,mean_15,mean_16,median_1,median_2,median_3,median_4,median_5,median_6,median_7,median_8,median_9,median_10,median_11,median_12,median_13,median_14,median_15,median_16,sem_1,sem_2,sem_3,sem_4,sem_5,sem_6,sem_7,sem_8,sem_9,sem_10,sem_11,sem_12,sem_13,sem_14,sem_15,sem_16,abssum_1,abssum_2,abssum_3,abssum_4,abssum_5,abssum_6,abssum_7,abssum_8,abssum_9,abssum_10,abssum_11,abssum_12,abssum_13,abssum_14,abssum_15,abssum_16,skewness_1,skewness_2,skewness_3,skewness_4,skewness_5,skewness_6,skewness_7,skewness_8,skewness_9,skewness_10,skewness_11,skewness_12,skewness_13,skewness_14,skewness_15,skewness_16,kurtosis_1,kurtosis_2,kurtosis_3,kurtosis_4,kurtosis_5,kurtosis_6,kurtosis_7,kurtosis_8,kurtosis_9,kurtosis_10,kurtosis_11,kurtosis_12,kurtosis_13,kurtosis_14,kurtosis_15,kurtosis_16
train_1/,1_1009_0.mat,-233.54557800293,-260.731475830078,-326.238037109375,-572.284240722656,-907.50634765625,-531.110534667969,-652.870727539062,-465.557037353516,-398.414520263672,-506.474670410156,-591.346862792969,-793.827514648438,-921.830627441406,-899.177307128906,-826.205627441406,-453.921844482422,307.454437255859,430.268524169922,417.761962890625,508.715789794922,586.49365234375,354.889434814453,262.129272460938,267.442962646484,331.585479736328,457.525329589844,593.653137207031,714.172485351562,561.169372558594,388.822692871094,601.794372558594,410.078155517578,7.66312083778305e-08,-0.00321285878419867,0.105354827776738,-0.0561702860116962,0.139124851528928,-0.0739245893038809,-0.0492451813952378,-0.238166794533283,-0.129099986672774,-0.267842021582027,-0.272104458476106,0.301900415144426,0.388412819201748,0.367829753415287,0.250537715505809,0.0547999453771859,0.454429477453232,-0.73148775100708,-0.238038465380669,0.715780258178711,1.4936625957489,0.889441072940826,1.12927830219269,-0.557036340236664,2.58548974990845,2.52533268928528,1.65316367149353,-5.82750225067139,-0.830651998519897,2.82269167900085,1.79438459873199,-0.921847403049469,0.000175009554913821,0.00020289167997813,0.000254530967298001,0.000315896969557871,0.000257887395492322,0.000227119063876426,0.000194303911339938,0.000172457199167247,0.000243349863395814,0.000235720895293598,0.000274752751377031,0.000417534821469052,0.000321020712181863,0.000287776023215015,0.000301727035516555,0.00019386250010176,7656378.0325346,8961263.00304413,11064425.2306855,13595533.6844311,10181660.9984227,9825793.3136571,8366448.25375327,7381669.94355983,10546756.141057,10104831.8174698,11228159.5419533,16555132.4427169,13174214.8333681,11529858.3993157,11298490.5596284,8166762.76366112,0.0222849525225613,0.199839960182073,0.131599889907549,-0.0812339716341859,-0.534826544132925,-0.107122459966795,-0.479942498742226,-0.424597647104248,-0.324789572688353,-0.309392606806324,0.0161573425223349,0.0444334650143142,-0.0929125072433218,-0.926860072097784,0.110886920155388,-0.014739326994335,4.35319969593493,4.45568002675361,4.61833367508243,4.90818924314101,15.9897530581188,5.36855182798366,6.89244000863948,7.41128012131105,4.43185456706917,5.70647302528891,7.83832708163239,8.0269034500031,8.39874642408513,8.73974999839021,11.8058027078117,6.7070322160213
train_1/,1_100_0.mat,-383.514953613281,-219.309463500977,-323.256225585938,-335.167297363281,-1769.93188476562,-624.070007324219,-321.153045654297,-297.617553710938,-346.477722167969,-516.022094726562,-371.98388671875,-491.913696289062,-571.171142578125,-638.332458496094,-583.897827148438,-282.648468017578,207.485061645508,185.690536499023,290.743774414062,343.832702636719,579.068115234375,411.929962158203,288.846954345703,210.382446289062,224.522262573242,337.977905273438,306.01611328125,504,647.828857421875,302.667510986328,480.102142333984,256.351531982422,1.85841197939359e-07,0.0285457736007869,0.122691483818988,-0.0803792019537345,0.0862667806024042,-0.123007958702433,-0.0290250739254057,-0.247958131579558,-0.130432916036993,-0.263487699919536,-0.196958774241246,0.186819803495581,0.486762035175351,0.297833829654505,0.257487320758899,0.0510871791169046,0.485058158636093,0.690531551837921,1.74377703666687,0.832713186740875,1.06809115409851,0.929968953132629,0.846965253353119,-0.617548942565918,1.52226638793945,2.9779007434845,0.0161166246980429,-1.91368925571442,-0.171133056282997,2.66751670837402,-0.897848606109619,0.351534724235535,0.000174054050551424,0.000164960814544569,0.000192691888065726,0.00024909266873277,0.000250514182070517,0.00016016485018184,0.000191795909377501,0.000141142970609591,0.000196524615534953,0.000257116195225992,0.000239343623950215,0.000432494166271792,0.00041125011656571,0.000298962078807687,0.000311410801199189,0.000199717523814652,7659817.05456862,7425254.22768408,8571299.73344338,11175077.188599,8501377.89085089,6569025.90620165,8026017.66238624,6124257.22894955,8526721.8085466,11420335.9800945,10382297.5637673,18810656.4820654,17012965.0075693,12453589.353113,12715540.3346486,8662864.7784363,-0.30727004193641,-0.112287525575262,-0.239291370592682,-0.161028638866219,-2.57979281630347,-0.57250004104266,-0.167268720109972,-0.231418852649564,-0.277203022995699,-0.373310810951338,-0.0163969261275793,0.145729860477916,0.318520769689812,-0.756604199741746,0.349675782680166,-0.106101868418758,4.30584995084708,3.52157859284736,4.02108669379122,3.65861264134674,73.0806092758991,12.4713723260047,5.47997241291826,4.7412233515537,4.43864710812108,4.07087475983586,4.53648925764275,3.73890097381174,5.39053156793717,6.50146337390301,5.82493000028938,4.44852975536049
train_1/,1_100_1.mat,-250.567230224609,-130.888259887695,-198.811386108398,-289.699188232422,-1020.97259521484,-436.292510986328,-213.163772583008,-188,-204.709823608398,-388.105285644531,-262.437072753906,-440.564971923828,-234.125793457031,-424.051971435547,-225.245941162109,-212.055297851562,165.432769775391,157.111740112305,179,217.300811767578,351.027435302734,169.707504272461,286.836242675781,196.236343383789,169.290176391602,180.894729614258,190.562927246094,449.435028076172,275.874206542969,281.948028564453,270.754058837891,178.944702148438,-2.76093681056451e-08,0.0821205973187465,0.219841730760286,-0.0628744934315484,0.0772208929256846,-0.115087801418702,0.0162206969851628,-0.313066512074384,-0.0781833426674206,-0.215049857436617,-0.224200061812004,0.263478869860371,0.306591576488316,0.285725363246507,0.223745379762414,-0.0668711115929919,0,0,0.188608810305595,-1.69918978214264,0.0274352356791496,0,-1.16376876831055,0,0.290180683135986,0,0,0,0,0,0,-1.05530023574829,0.000142917537873053,0.000130747557322909,0.000139116590458216,0.000165434073313861,0.000122221479311177,0.000135290632225731,0.00014672106471456,0.000201047378355854,9.73317184993952e-05,9.75949783845053e-05,9.36170532482415e-05,0.000114584333322981,0.000132250795658847,0.000152519282242215,0.000152190905273248,0.000134132628225696,6488642.98795271,6034055.94772218,6345620.10936862,7361052.9902283,5287581.56566969,6349302.6857729,6894456.72490825,9998788.28309636,4055092.87491703,4226472.6807214,3880197.73991728,4899548.68948483,5832772.66610253,6669961.86817767,7333050.35211585,6572695.99225756,-0.167810349917059,0.0409196213892713,-0.00525486640754584,0.0989624000453107,-1.16964477718982,-0.0547383284298429,0.237864796817356,-0.041617160512244,-0.392296286835286,-0.316732805309531,-0.542793641516696,0.516153206628329,-0.0634326490384209,-0.409867470985684,0.0617143104579639,0.0535880490122789,3.62138850263038,2.91857450496795,3.30655139404747,4.11524728164816,31.600936619663,3.18776234700337,3.78048481733387,1.97214025081931,6.6129844962595,6.44267541880544,8.52785494781646,19.4684338826891,5.20942049838906,7.91581913360586,2.7802848578493,2.32168666951299
train_1/,1_1010_0.mat,-263.278594970703,-229.191955566406,-267.081420898438,-482.473846435547,-930.678344726562,-329.258758544922,-382.843994140625,-379.504333496094,-387.282318115234,-597.452697753906,-546.173950195312,-524.644226074219,-1188.75219726562,-1029.314453125,-664.070129394531,-239.911895751953,284.721405029297,314.808044433594,398.918579101562,444.526153564453,339.321655273438,194.741241455078,373.156005859375,209.495666503906,249.717681884766,398.547332763672,337.826049804688,432.355773925781,489,380.685546875,572.929870605469,293.088104248047,3.26164066806946e-07,-0.0259672586776315,0.0941370158863257,-0.114255281791091,0.0731876482613384,-0.147174708471571,-0.0416917453390856,-0.245966291308403,-0.148612288776289,-0.289424605872731,-0.203045740105709,0.243058111270269,0.513653344585933,0.359938008973996,0.349966572682001,0.0779285525090682,0.721416652202606,0.808046042919159,-0.0814348831772804,1.52614188194275,0.321665912866592,1.74124109745026,1.15601909160614,-0.504339218139648,1.71768593788147,2.54732966423035,-0.173957228660583,-2.64423942565918,-2.7521653175354,4.68554449081421,-4.07015514373779,-0.911894261837006,0.00018117274202863,0.000183515980357577,0.000212044911311014,0.000331962531036127,0.000174700374649268,0.000154739190887737,0.000202392453879538,0.00016032405513845,0.000201585347888463,0.000259876731629701,0.000291096547852801,0.000423664826204783,0.000400368992819686,0.000358962452737321,0.000393805754662348,0.000219403747987744,7910967.36076379,8184211.07130677,9315708.69012899,14556205.2603419,7367129.95993215,6815597.96596786,8806808.45705754,6884885.83051109,8604827.16680497,11427112.4386083,12304032.3492861,18603539.8881111,17080426.7269243,14779445.188271,16522592.5714231,9664554.45162755,-0.181412918653036,0.012890165987868,0.108981445873026,-0.147981292811363,-0.833324128518311,-0.319331339089752,-0.0253430797974343,-0.250371868724813,-0.550413676875111,-0.485150068034049,-0.220391900692736,0.174180617893834,0.0339337171028406,-1.00733903128695,0.322130953131847,0.0483489613155507,4.50845157408624,3.96276629559463,4.34164674263141,4.22234724427708,20.5792420427802,4.58844677504934,4.71919572706862,6.21979619308117,5.7165837555994,4.65331936736214,5.66864306810312,3.65446952922646,5.58257382013976,6.90717975293631,5.33018096662352,3.93198611943978
train_1/,1_1011_0.mat,-250.418670654297,-221.045623779297,-289.030944824219,-407.47705078125,-833.635498046875,-398.239776611328,-506.841369628906,-479.571105957031,-337.305206298828,-632.299865722656,-667.17236328125,-555.67236328125,-770.936218261719,-764.580871582031,-727.109069824219,-239.759719848633,232.581329345703,314.954376220703,340.969055175781,634.52294921875,277.364532470703,298.760223388672,297.158630371094,212.42887878418,188.694793701172,265.700134277344,431.827667236328,508,572,379,554.890930175781,294.240264892578,-2.03626354370518e-07,-0.0138250530585492,0.0934957832324474,-0.11908724612991,0.0626459755549831,-0.134233560609941,-0.0330496898403392,-0.20532087174952,-0.114587830635409,-0.218349475326389,-0.194787338929748,0.222754226255665,0.439387392903213,0.282866880888988,0.281075799114009,0.0842753208063543,0.581322908401489,0.954371213912964,0.969048500061035,1.52294397354126,0.364520311355591,0.760226249694824,1.15864527225494,-0.571118652820587,0.69479501247406,1.70014584064484,-0.172340124845505,-1.67235898971558,0.0637925192713737,4.41915369033813,-2.10904097557068,-0.75972044467926,0.000164055290095281,0.000164562284540041,0.000188707287896492,0.00029750705081098,0.00015041705208448,0.000138878299152097,0.000176011745039744,0.000143603130055432,0.000161606519501218,0.000218855428302561,0.000258691643843494,0.000352781737253035,0.000354729647112465,0.000336193962006947,0.000337405663584054,0.000189644732170753,7113620.47008967,7254558.86389458,8211214.0941699,12526035.3188052,6362386.77254605,6013535.62328151,7351132.68126439,6089368.93880272,6935681.89113343,9491268.7087211,10560052.1090764,14450257.8833378,14951450.8021333,13848887.8350988,13469801.1839336,8174429.75665265,-0.232568575102469,0.0233571399323994,0.017419986662797,-0.151056488695285,-0.732325283896862,-0.341694105908616,-0.0964162107318204,-0.255965164123888,-0.381579284025586,-0.568759623531188,-0.121930522867682,0.234358691070933,0.0393739141841441,-1.04535771073546,0.293764457618948,0.0803274809143091,4.75366222547739,4.37304698601439,4.99669876394368,4.9784090995396,16.9865657485711,5.70530226734521,6.18976456163733,7.19401853889983,5.2984015114655,5.96162550894913,7.43088928379299,5.72784489362814,5.47174283647179,7.04657187612942,7.30345979230009,4.45941534972436
train_1/,1_1012_0.mat,-262.340423583984,-197.976943969727,-249.46354675293,-464.364929199219,-1028.51257324219,-369.316802978516,-408.804870605469,-442.511993408203,-330.612121582031,-524.178405761719,-661.090942382812,-569.734497070312,-1056.86840820312,-811.270385742188,-727.027648925781,-264.819396972656,247.659576416016,243.023056030273,330.536468505859,426.635070800781,474.487365722656,323.683197021484,368.195129394531,218.487991333008,259.387878417969,379.821563720703,395.909057617188,461.265472412109,601.131591796875,311.729644775391,492.972351074219,274.180603027344,1.55072535158209e-07,-0.0209833137993702,0.0910709204898524,-0.0967912693043553,0.0565294721650578,-0.126058563274021,-0.0376338518695906,-0.194820673452814,-0.106299889545019,-0.205175312814737,-0.170200400854088,0.187396184625725,0.405762706983089,0.268154256672412,0.285704284074297,0.069328644474782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000158894114127019,0.000161823730970187,0.000180821747705158,0.000281548908821555,0.000155404670897561,0.000139782426066211,0.000167584577069559,0.000134848338357933,0.000165373061452102,0.000225432072383575,0.000256857310873415,0.000342276366567722,0.000347413835169303,0.000327818949244333,0.00033314512426881,0.000195039086599812,6608418.04678532,6897360.97130049,7559855.65247676,11454469.940799,6160561.60948557,5808132.27374193,6783417.68127246,5512563.21771646,6712561.01532021,9297347.31848744,9967750.80706011,13112466.8321594,13969148.1807232,12692334.157555,12880099.7645482,7941612.45487617,-0.190228018623462,-0.00617336495236751,0.0998029373129039,-0.103243772220585,-0.594035515983703,-0.14277651366796,-0.287277705510487,-0.315413724825661,-0.143352850962252,-0.530264614049242,-0.217746431270867,0.0578991051612842,0.0417526735970833,-1.18876641095313,0.349569125994604,-0.035384772559522,4.90754548301932,4.18521831449329,4.90021096581326,5.21977345368211,24.5133729816645,5.88566421893666,6.40784171928992,7.71346539050193,6.09935714156913,6.34295121618149,8.18283241140367,7.10779787169545,6.5185578545691,8.40053934443672,7.42100901080368,5.30674974059217
train_1/,1_1013_0.mat,-225.940307617188,-167.199340820312,-158.450775146484,-329.24267578125,-1018.95080566406,-322.213470458984,-209.269821166992,-319.207397460938,-271.960998535156,-546.239868164062,-465.169372558594,-357.706298828125,-650.97216796875,-683.996520996094,-527.545043945312,-211.805252075195,196.059692382812,252.800659179688,193.549224853516,352.75732421875,443.049163818359,227.786529541016,231.730178833008,210.792587280273,247.039016723633,244.760131835938,313.830627441406,353.293701171875,388.02783203125,328.003479003906,448.454986572266,291.194763183594,-2.54875980421445e-08,-0.000599977518493923,0.00897085749084742,-0.014275057535743,0.00705828383782265,-0.0158458136156202,-0.00298748579472313,-0.0223041640222072,-0.0140875632391623,-0.0282374167089661,-0.0249165816958994,0.0289623101875187,0.0516458836459555,0.029129130508027,0.038466586205115,0.0112208651329081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.81141523827738e-05,5.90594659928683e-05,6.48140235041563e-05,0.000109391009440145,6.92802844862993e-05,5.4118218975278e-05,5.89305986811449e-05,5.47299457779413e-05,6.9418860391217e-05,8.12955789374969e-05,0.000101367801378224,0.000151760747386391,0.000129199790700386,0.000125349939801188,0.000126386535278714,7.16126157652867e-05,899326.094419561,939620.133495182,1052841.14486939,1694731.95501265,927988.427954242,828099.337783456,902143.664069772,855379.037936926,1068266.88490006,1256051.83405364,1553953.55952492,2431336.05099452,1983162.77592333,1814661.4599017,1830437.95302826,1111311.36969888,-0.737827474202175,0.554781805045784,0.233668980336221,-0.294291736669301,-4.2656332051327,-1.23957344917988,-0.159783634436964,-0.172614984017365,-0.776925686768634,-1.85796562200246,-0.173567879973347,1.11481459052209,0.267352847743474,-3.88491338162316,1.11516770328345,0.72194100090054,34.6925968800804,31.3848794505632,25.6654758320176,33.6113474675808,312.097241182742,52.0258192960445,37.6345035116054,42.2165365213537,38.7183553956827,48.3817928341134,39.8996871181097,26.2564171113794,38.5062572470569,63.1408273562799,50.3349976499458,33.4889584916665
train_1/,1_1014_0.mat,-252.390151977539,-158.936798095703,-239.76953125,-301.219970703125,-620.288391113281,-409.196868896484,-350.789733886719,-336.445098876953,-258.636657714844,-523.356018066406,-426.556945800781,-567.825439453125,-641.860900878906,-680.87939453125,-605.111999511719,-226.79866027832,189.609848022461,207.063201904297,284.23046875,340.780029296875,310.711608886719,220.803115844727,231.210266113281,207.554901123047,202.363357543945,281.644012451172,356.443054199219,454.174560546875,467,306.120574951172,414.888000488281,236.20133972168,-8.33573440738175e-08,0.000570783635880821,0.0324626510505873,-0.0273499623920768,0.0256666658309599,-0.0344792227823908,-0.00701662733405828,-0.0603707713181773,-0.038441772236426,-0.0739498916079602,-0.0605043872974814,0.0842501039198292,0.12565397200839,0.0777829829105487,0.0704041955550512,0.0209332880914211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.94724520245926e-05,8.30631295231637e-05,0.000101303293713353,0.000147229094110969,9.50221431531233e-05,7.92032142394535e-05,8.35405521263895e-05,8.12695402536518e-05,9.94216768741713e-05,0.000119978178302076,0.000143421746776019,0.000221469448974483,0.00016407069644661,0.000175265867488539,0.000150054118100179,9.6284751584388e-05,2033235.64705306,2153259.14994834,2590198.16535556,3802047.36106136,2242042.7661652,2004589.85964189,2078273.99973261,2035981.70156443,2492197.22930598,3079899.92144179,3531288.20103306,5470204.7770237,4036942.01056911,4162535.69502386,3599950.39363432,2455379.19356859,-0.609220032961201,0.395122952006514,0.103561119485657,0.209027962972737,-1.79874066625154,-0.518015429980659,-0.240123452300273,-0.335655600811224,-0.528142028280181,-0.740876517039806,-0.428054254229379,0.759060316985142,-0.0505084142601887,-2.21887569203664,0.35904039427631,0.0713150347213782,14.5837505931775,12.3244323446476,14.5185868892105,12.1684027179263,57.9568363513615,21.6960045913728,17.8404981839433,18.1839395187049,14.8866035387446,15.3012287270078,18.9969213942731,13.4901971760321,18.722813352443,23.7709623901479,22.6657209921786,14.3326149510905
train_1/,1_101_0.mat,-322.348876953125,-229.597808837891,-357.003662109375,-352.671142578125,-1890.34228515625,-656.097473144531,-450.067596435547,-331.27685546875,-299.044860839844,-472.220367431641,-486.293670654297,-570.057922363281,-708.732788085938,-708.253479003906,-638.995422363281,-270.995788574219,198.651123046875,201.402191162109,246,330.328857421875,626.657653808594,351.902496337891,908.932434082031,250.72314453125,237.955154418945,357.779632568359,359.706329345703,450,695,344.746490478516,481.004577636719,358.004211425781,2.30887780527924e-07,0.0147330192287763,0.136850502468716,-0.115854412611823,0.082003895249093,-0.171399447440511,-0.0119162863870451,-0.322258773847049,-0.168041613076006,-0.35945846689716,-0.227157918986057,0.186365749360745,0.674572306810816,0.366645329111318,0.395321108882781,0.0635533292453893,1.65112507343292,1.40219402313232,1.99632656574249,1.32886779308319,2.65765595436096,1.90250778198242,0.932409822940826,0.72314590215683,2.95514917373657,6.77962779998779,-2.29367327690125,-4.05790042877197,-10.7327642440796,2.74649596214294,-0.995427072048187,0.00421314220875502,0.000178911569182708,0.000180820239951349,0.000226160033970984,0.000279521779850676,0.000367349530607576,0.00021551944813194,0.000263084852528794,0.000159492915087963,0.000206895497009604,0.0002949739151416,0.000278491727038082,0.00052260080699482,0.00052402491374778,0.000331432708944376,0.000401639920436713,0.000232362597863788,7968432.05979723,8145678.14802265,10023481.099855,12602189.5624608,13160807.4786807,8889981.37374101,10596686.6405075,7113322.93103221,9066602.44612882,13156494.696343,12016704.8875795,23856318.6604783,22928623.5580261,13619668.3550073,17449851.7516638,10375395.2086939,-0.299844192755066,-0.176429046960778,-0.216739436163446,-0.155793915505877,-1.86741180532515,-0.568339535733034,1.89338384754945,-0.16524189002495,-0.425246727840826,-0.526166038393436,0.207832942608669,0.12789047084843,0.520237821516543,-0.784992282541379,0.295297613225425,0.0254340367080931,3.87722289885322,3.50353305495686,4.01754070614995,3.44964223075861,32.9001682482244,10.3130308514849,27.0086748424987,4.02524482433534,4.13235631492408,3.85542227225523,4.58966900392994,3.1814485118826,4.15345471969282,5.95719758026616,4.31466969993381,3.87139835255525
train_1/,1_101_1.mat,-271.609832763672,-136.838088989258,-200.160720825195,-238.649520874023,-1299.07495117188,-669.489196777344,-189.393966674805,-177,-165.133102416992,-156.852355957031,-259.266540527344,-437.556427001953,-126.895126342773,-172.898162841797,-139.286010742188,-140.275665283203,138.390167236328,148.161911010742,154.839279174805,236.350479125977,367.924987792969,306.510803222656,226.606033325195,222.94775390625,120.866897583008,143.147644042969,206.733459472656,388.443572998047,177,181.101837158203,166.713989257812,180.724334716797,-2.98214703570398e-07,0.0862917363192268,0.217137613772601,-0.0556586637216312,0.0765834780755143,-0.121674959297478,0.0389499287630122,-0.317449972825466,-0.0744250688084088,-0.224033599194884,-0.224333262429883,0.266141741388291,0.282870620930443,0.279462137987713,0.24395045368063,-0.0768662887753298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000135181088492512,0.00012024406023553,0.000134113923636554,0.000145182320669917,0.000119421813041513,0.000142261718189015,0.00013678013278345,0.000195712532960066,7.31354508519324e-05,8.05346990221413e-05,6.8557589362349e-05,0.000102772810588662,0.000114869832716692,0.000120143541649544,0.000150315040892319,0.00012470132455661,5821091.25161988,5196004.35367812,5744211.75476497,6129636.84493011,4624652.40447932,6254314.03554904,6197779.97056615,9093360.8152011,2969202.54344673,3372269.24515462,2762812.29659444,4043902.943721,4959965.22745615,5306720.52237403,7036377.00882104,5823442.99327043,-0.0843045350604856,0.0348350880657268,-0.0367942741033251,0.383233098672753,-2.8414587119362,-0.159513640880864,0.0590541998376733,-0.0476533565941197,-0.338689855638695,-0.289902671809046,-0.488241791765402,0.623814493377057,0.0544436602878836,0.0764277121903294,0.0224448527437298,0.0484757584217169,3.78195486646649,3.3224766537551,3.64540558857981,4.42690856224413,102.44792841295,5.58409494276657,2.61593139022654,2.20314612079248,6.57611192239835,4.80659928757876,11.6016364026045,29.186241590603,3.49781107367476,3.14834514373324,2.22625383913063,2.26694958517076
